id,Birth_y,Sex,LifeTime,LastLog_days_ago,LastPayment_days_ago,Sessions,Payments,Money,Level
5761,1949,female,158,2,20,44,8,"50,96",86
5762,1951,male,67,2,2,98,6,12,26
5763,1969,female,378,25,326,162,2,"6,98",35
5764,1942,female,219,2,40,487,6,"16,95",46
5765,1969,male,210,6,95,80,15,"37,86",50
5766,1983,female,66,12,52,38,8,"40,92",91
5767,1942,female,256,2,191,279,8,"37,92",27
5768,1965,female,250,18,150,94,2,"1,98",14
5769,1955,male,43,5,18,42,7,"29,95",77
5770,1963,female,267,2,60,632,7,"79,96",121
5771,1962,female,451,29,408,38,2,"6,98",11
5772,1963,male,442,10,258,251,12,"58,88",21
5773,1956,female,622,17,265,66,2,"1,98",11
5774,1953,female,259,11,58,271,7,"50,93",74
5775,1968,male,831,5,302,64,2,"10,98",15
5776,1950,female,562,2,475,348,7,"36,93",19
5777,1960,male,394,10,387,70,1,"4,99",15
5778,1969,male,73,2,26,147,6,"53,96",109
5779,1954,female,62,2,55,44,5,"34,95",56
5780,1960,male,376,23,142,491,3,"7,98",34
5781,1964,male,224,8,17,41,8,"20,94",52
5782,1945,male,427,2,153,1005,7,"46,93",56
5783,1947,male,259,2,143,511,9,"67,93",76
5784,1968,male,464,1,6,1080,4,"28,98",55
5785,1981,female,270,21,81,581,15,"83,87",109
5786,1961,male,401,2,22,200,18,"498,86",200
5787,1959,male,267,2,7,81,20,"769,83",263
5788,1969,male,66,2,39,75,3,"10,97",43
5789,1975,female,260,24,204,156,2,"9,98",32
5790,1951,male,258,12,134,52,35,"386,64",15
5791,1970,female,219,3,22,56,1,"0,99",25
5792,1964,male,259,2,173,50,12,"116,88",15
5793,1970,male,441,2,205,329,66,"331,33",31
5794,1969,female,359,15,209,1351,3,"13,94",810
5795,1963,male,355,4,346,59,3,"7,97",28
5796,1957,male,73,4,19,87,3,"4,99",27
5797,1953,male,391,11,13,123,1,"0,99",13
5798,1961,male,63,6,34,64,4,"9,99",42
5799,1964,male,463,3,442,84,1,"0,99",18
5800,1955,male,429,8,335,119,5,"21,95",35
5801,1946,male,354,24,144,455,3,"4,97",22
5802,1961,female,55,2,2,207,24,"62,82",91
5803,1944,male,220,9,140,152,2,"2,98",24
5804,1950,male,219,10,14,578,76,"8117,4",537
5805,1959,female,768,15,352,20,6,"78,94",48
5806,1943,male,455,7,262,349,2,"1,98",9
5807,1966,male,256,3,54,488,15,"238,86",134
5808,1920,male,247,2,134,135,5,"30,95",14
5809,1969,male,74,18,46,85,1,2,20
5810,1980,male,245,5,206,185,5,"29,95",21
5811,1959,female,74,3,7,27,2,"3,98",25
5812,1967,male,79,12,79,2,1,"0,99",16
5813,1961,male,261,2,242,429,7,"18,93",13
5814,1968,male,225,3,41,173,20,"31,82",55
5815,1984,male,7,2,4,14,3,"51,97",97
5816,1963,female,261,2,195,366,11,"95,89",33
5817,1973,male,426,4,89,446,3,"8,98",37
5818,1948,male,442,2,335,66,1,"0,99",15
5819,1953,male,74,24,66,16,1,"0,99",42
5820,1957,female,257,2,2,425,63,"300,39",95
5821,1976,male,78,1,5,450,7,"35,95",60
5822,1965,,224,5,202,237,6,"30,94",19
5823,1964,male,464,2,94,516,12,"47,89",54
5824,1955,male,55,1,49,130,1,"0,99",22
5825,1946,male,636,1,25,1639,16,"427,9",162
5826,1969,female,172,1,152,26,1,"0,99",12
5827,1956,male,219,4,169,480,2,"1,98",29
5828,1953,female,237,6,227,41,2,"1,98",19
5829,1961,female,219,20,87,52,8,"67,93",63
5830,1978,female,376,2,3,526,24,"117,78",59
5831,1981,male,366,22,176,184,10,"68,9",24
5832,1952,female,177,3,8,28,2,"2,99",13
5833,1947,female,268,5,10,28,2,"3,98",21
5834,1949,male,75,8,69,47,1,2,21
5835,1960,male,243,16,208,208,1,"0,99",10
5836,1941,female,74,22,52,30,10,"150,94",107
5837,1960,male,262,7,251,159,2,"2,98",17
5838,1971,male,267,2,106,174,8,"48,94",44
5839,1984,male,401,6,272,486,5,"22,95",32
5840,1962,male,219,26,136,271,5,"5,95",107
5841,1967,male,354,4,14,62,3,"8,97",39
5842,1976,male,259,2,234,222,13,"100,86",22
5843,1905,female,243,3,140,376,10,"109,91",87
5844,1947,female,245,2,243,12,1,"4,99",1
5845,1970,male,260,1,2,1138,37,"397,77",159
5846,1910,male,195,20,185,126,6,"13,94",19
5847,1954,female,378,2,8,295,62,"412,4",120
5848,1957,male,259,10,254,15,4,"24,96",12
5849,1965,male,807,13,770,85,3,300,18
5850,1968,female,238,4,131,61,22,"104,78",48
5851,1969,male,75,2,67,38,2,"3,98",36
5852,1951,female,74,20,64,45,1,2,38
5853,1953,male,379,2,328,560,4,"19,96",21
5854,1965,male,173,2,5,449,7,"50,97",81
5855,1952,female,189,17,86,62,21,"126,81",54
5856,1964,male,426,17,36,442,25,"1159,75",127
5857,1952,male,415,3,94,195,9,"74,92",45
5858,1958,female,379,2,8,503,18,"57,88",80
5859,1970,male,52,24,24,41,2,"2,99",19
5860,1975,female,626,14,246,27,1,"1,99",7
5861,1960,male,267,18,250,82,3,"2,97",20
5862,1957,female,625,2,8,39,4,"9,96",55
5863,1966,male,220,8,162,184,6,"5,94",16
5864,1959,male,53,21,47,10,3,"6,98",36
5865,1951,male,442,2,192,170,4,"3,96",31
5866,1963,male,250,2,6,14,4,"11,98",44
5867,1962,male,441,7,440,32,1,"4,99",10
5868,1951,male,438,8,436,28,1,"0,99",7
5869,1980,male,380,16,202,1044,4,"6,96",26
5870,1948,female,77,9,12,243,5,"8,99",45
5871,1975,male,256,16,255,150,1,"9,99",10
5872,1966,male,222,24,200,103,4,"11,96",15
5873,1951,male,231,18,226,10,2,"2,98",6
5874,1937,male,269,29,263,22,2,"13,98",6
5875,1962,male,267,2,260,337,12,"94,88",25
5876,1967,male,248,3,10,374,33,"192,68",71
5877,1955,male,186,30,145,12,2,3,8
5878,1940,female,197,3,151,151,10,"29,9",25
5879,1957,male,269,2,25,204,29,"217,75",728
5880,1985,male,257,11,78,45,2,"3,98",22
5881,1975,male,74,13,56,175,1,"0,99",39
5882,1966,female,165,5,38,99,5,"95,95",42
5883,1961,female,250,2,5,560,46,"351,62",139
5884,1963,female,171,13,169,325,3,"3,97",52
5885,1951,female,73,20,72,152,1,"0,99",20
5886,1952,,259,2,4,331,18,"78,83",49
5887,1943,male,249,10,30,12,2,"3,98",41
5888,1975,male,248,2,239,49,1,"0,99",12
5889,1970,male,231,6,173,77,5,"47,95",46
5890,1975,male,260,18,27,101,51,"427,46",49
5891,1959,male,267,2,202,203,9,"145,91",12
5892,1946,female,269,21,93,504,8,"154,94",106
5893,1948,female,212,2,7,849,90,"2007,16",514
5894,1956,male,268,3,112,345,17,"115,85",65
5895,1969,male,455,2,274,251,15,"404,85",30
5896,1976,female,207,2,159,279,1,1,18
5897,1972,male,382,10,11,135,1,"0,99",28
5898,1956,male,378,2,314,877,4,"16,96",38
5899,1963,female,162,16,131,56,3,"9,97",35
5900,1952,male,428,6,252,491,5,"64,95",75
5901,1941,male,225,2,215,14,2,"18,98",6
5902,1956,male,235,4,19,247,8,"70,96",105
5903,1954,female,255,29,253,30,1,"4,99",16
5904,1966,male,260,11,140,132,4,"11,97",44
5905,1951,female,233,11,204,279,10,"52,9",22
5906,1953,male,234,2,9,116,21,"834,8",307
5907,1949,male,272,7,146,452,7,"14,96",40
5908,1970,male,243,5,5,7,2,"5,98",9
5909,1950,female,43,17,43,2,1,2,21
5910,1953,male,171,1,131,187,1,"0,99",47
5911,1965,male,212,20,20,84,7,"15,95",35
5912,1963,,65,17,20,29,3,6,58
5913,1953,male,364,2,164,175,1,"9,99",21
5914,1959,male,256,2,158,344,1,"0,99",26
5915,1958,male,431,14,47,11,1,"0,99",25
5916,1972,male,25,2,14,161,2,"7,99",10
5917,1979,male,268,24,258,57,3,"6,97",10
5918,1970,male,267,6,17,28,2,"3,98",16
5919,1957,,158,3,3,95,31,"706,72",234
5920,1958,female,383,20,215,9,2,"3,98",10
5921,1960,male,257,29,183,99,6,"5,94",25
5922,1970,female,462,13,257,358,2,"1,98",31
5923,1962,male,269,2,62,408,6,29,74
5924,1970,male,189,7,73,154,9,"187,91",143
5925,1943,male,232,2,26,556,11,"64,94",95
5926,1946,male,56,2,12,136,10,"140,95",132
5927,1951,male,234,5,203,139,3,"5,97",19
5928,1960,female,271,3,200,224,11,"224,89",51
5929,1971,male,171,11,161,47,1,"0,99",20
5930,1947,male,369,1,84,524,4,"15,97",63
5931,1958,male,255,2,248,310,2,"5,98",19
5932,1946,male,63,2,12,138,6,"18,97",55
5933,1980,male,261,6,198,132,5,"19,95",14
5934,1948,male,50,15,38,82,5,"23,96",55
5935,1945,male,77,2,13,312,6,"166,94",166
5936,1962,male,49,26,48,6,1,2,19
5937,1968,male,220,4,215,24,2,"5,98",9
5938,1959,female,371,13,13,19,6,"21,94",33
5939,1953,female,219,2,61,658,9,"55,92",99
5940,1950,male,855,3,136,62,12,"64,88",10
5941,1950,female,379,1,5,1835,16,"444,9",238
5942,1952,female,222,2,69,209,6,"36,94",19
5943,1961,female,75,2,11,142,9,"56,97",78
5944,1950,female,219,8,81,182,8,"47,94",60
5945,1950,male,256,2,11,556,18,"180,81",111
5946,1970,male,379,28,33,37,6,"39,94",40
5947,1955,female,74,2,14,33,10,"26,92",56
5948,1960,male,366,2,4,188,18,"71,83",61
5949,1954,male,221,2,19,341,33,"363,74",187
5950,1972,female,208,2,188,278,1,"0,99",25
5951,1958,male,212,3,51,182,6,"31,98",78
5952,1942,male,75,2,21,27,8,"30,96",58
5953,1965,male,353,13,300,47,1,"0,99",15
5954,1943,male,583,8,159,293,2,"5,98",20
5955,1965,female,222,9,9,55,3,"4,97",19
5956,1955,female,231,5,5,19,6,"26,95",64
5957,1965,female,212,23,25,436,20,"114,86",113
5958,1970,male,267,2,261,402,5,"55,95",13
5959,1979,male,170,27,87,263,43,"1195,59",259
5960,1958,female,247,3,67,691,11,"66,9",62
5961,1953,male,354,21,305,228,4,"21,96",28
5962,1905,male,183,2,174,239,1,"0,99",18
5963,1961,female,413,10,130,123,3,"16,97",42
5964,1943,,259,13,19,924,104,"766,04",151
5965,1964,female,271,2,182,489,5,"20,95",556
5966,1948,male,76,5,5,8,3,"35,97",65
5967,1936,male,268,7,254,13,1,"0,99",6
5968,1949,female,261,2,246,1286,1,"0,99",12
5969,1951,male,258,25,257,22,1,"0,99",9
5970,1954,female,257,2,169,1062,1,"0,99",32
5971,1957,male,389,2,14,756,23,"646,8",150
5972,1950,female,184,3,8,53,20,"371,81",90
5973,1953,female,268,2,9,510,13,"81,88",78
5974,1957,female,256,18,95,438,4,"8,97",46
5975,1915,female,272,30,138,262,3,"3,97",11
5976,1977,male,201,13,71,351,8,"132,93",66
5977,1968,female,48,12,48,3,1,"4,99",18
5978,1959,male,353,11,200,48,7,"7,93",7
5979,1943,male,61,10,32,28,10,"92,93",87
5980,1964,male,207,24,207,5,1,"0,99",4
5981,1956,female,74,2,5,214,5,"18,96",107
5982,1956,female,232,7,29,134,12,"119,9",86
5983,1991,female,429,4,193,112,1,"0,99",23
5984,1960,male,550,2,166,848,18,"103,81",54
5985,1981,male,269,2,191,94,8,"88,92",21
5986,1960,female,55,22,52,41,3,"13,99",49
5987,1947,female,559,13,516,20,2,"6,98",12
5988,1969,female,232,14,159,394,1,1,15
5989,1954,female,200,8,80,67,21,"80,8",70
5990,1947,female,222,2,178,375,8,"42,92",25
5991,1960,female,257,24,224,139,1,"0,99",19
5992,1958,female,267,14,131,26,2,"3,98",19
5993,1971,male,269,19,22,41,2,"1,98",29
5994,1970,male,256,22,251,42,9,"162,91",11
5995,1937,female,255,2,2,111,35,"267,7",169
5996,1935,female,272,13,136,44,10,"65,9",9
5997,1970,male,174,2,150,82,5,"18,95",9
5998,1946,female,236,2,32,339,16,"34,88",79
5999,1950,male,210,2,2,530,53,"392,63",161
6000,1963,male,237,11,151,328,3,"11,97",18
6001,1944,male,223,2,94,735,3,"24,97",34
6002,1975,male,259,9,234,148,14,"38,86",42
6003,1954,female,259,2,19,240,5,"27,95",48
6004,1968,male,172,2,134,25,3,"4,98",13
6005,1944,female,388,2,67,246,8,"23,94",46
6006,1963,male,853,10,21,30,1,"4,99",20
6007,1953,male,159,4,155,632,2,"19,98",625
6008,1968,male,249,8,14,21,6,"81,96",93
6009,1963,male,73,6,66,44,1,"0,99",28
6010,1946,female,548,2,83,657,3,"4,99",123
6011,1963,female,220,2,2,786,46,"388,57",114
6012,1975,male,18,2,4,55,4,"11,97",68
6013,1947,male,260,17,178,107,22,"344,78",30
6014,1971,female,250,30,159,70,12,"12,88",15
6015,1951,female,212,3,118,104,4,"7,96",30
6016,1961,female,562,9,490,941,13,"107,87",70
6017,1951,female,170,2,154,373,3,"4,98",24
6018,1942,female,162,2,9,114,6,"34,96",90
6019,1955,male,79,22,42,27,4,"19,96",69
6020,1937,female,269,3,92,178,22,"271,78",49
6021,1954,male,367,29,316,81,1,"0,99",10
6022,1971,male,246,3,21,90,18,"117,81",34
6023,1961,male,159,2,96,269,8,"59,94",127
6024,1957,female,234,5,160,186,3,"6,97",19
6025,1942,female,260,2,99,379,2,"10,98",36
6026,1941,male,195,12,122,127,2,"5,98",46
6027,1951,female,638,2,7,567,17,"301,9",164
6028,1954,male,268,2,188,165,16,"193,82",16
6029,1957,male,73,2,37,34,3,"11,97",45
6030,1984,male,55,15,41,41,1,2,42
6031,1977,male,75,4,67,39,2,5,29
6032,1970,female,221,3,22,112,19,"186,88",146
6033,1959,female,267,2,19,297,28,"161,74",155
6034,1932,male,212,3,212,7,1,"0,99",14
6035,1964,male,451,13,412,177,3,"11,97",12
6036,1959,male,209,4,29,94,3,"10,99",20
6037,1962,male,232,16,200,268,3,"12,97",130
6038,1975,female,608,2,489,811,19,"130,81",61
6039,1972,female,221,4,68,114,9,"43,94",43
6040,1965,female,234,29,117,70,2,"3,98",19
6041,1979,female,210,12,184,135,6,"10,94",15
6042,1952,male,235,2,158,218,4,"31,95",49
6043,1964,male,256,2,159,545,1,1,28
6044,1968,male,451,3,15,305,3,"6,97",46
6045,1955,male,551,25,103,31,1,2,18
6046,1994,male,466,6,420,29,1,"0,99",17
6047,1970,male,175,2,139,104,2,3,18
6048,1960,female,250,2,83,1780,9,"65,93",802
6049,1955,female,165,3,95,46,4,"6,97",13
6050,1956,male,378,9,244,10,1,"4,99",2
6051,1963,female,259,14,132,189,1,"0,99",28
6052,1956,male,231,2,203,31,2,"1,98",10
6053,1966,male,246,26,220,262,2,"2,98",15
6054,1963,male,73,2,40,160,1,"0,99",39
6055,1970,female,61,3,57,199,6,"48,94",84
6056,1987,female,195,2,169,70,3,"3,97",13
6057,1940,female,79,20,47,69,8,"93,93",129
6058,1940,female,219,2,6,311,4,"5,98",25
6059,1948,male,378,6,43,11,1,"0,99",20
6060,1947,female,225,15,104,193,27,"586,74",117
6061,1946,female,213,4,158,138,1,"0,99",19
6062,1965,male,624,2,12,44,3,"6,98",42
6063,1959,male,165,22,54,45,3,"4,99",34
6064,1941,male,234,2,36,39,3,"10,98",76
6065,1948,male,438,6,183,70,26,"147,74",11
6066,1933,female,223,2,221,430,11,"254,89",18
6067,1968,male,43,3,6,54,11,"65,91",117
6068,1966,female,243,21,233,57,1,"1,98",8
6069,1965,male,271,13,13,7,1,"0,99",9
6070,1966,male,225,5,141,435,22,"323,78",569
6071,1969,male,449,26,341,231,4,"15,96",20
6072,1953,male,164,11,158,120,6,"53,94",25
6073,1952,male,258,19,188,62,2,"5,98",17
6074,1948,female,225,3,160,293,4,"187,97",26
6075,1956,male,259,11,73,136,25,"277,75",66
6076,1968,female,159,13,55,72,29,"463,74",185
6077,1951,female,65,7,41,72,1,"0,99",18
6078,1949,male,426,28,119,113,6,"35,94",35
6079,1959,female,194,3,74,308,33,"296,69",120
6080,1963,female,221,2,105,221,8,"28,92",25
6081,1974,female,256,7,75,244,6,"17,94",41
6082,1936,male,244,2,7,271,3,"5,97",29
6083,1954,,221,2,201,893,2,"5,98",25
6084,1940,female,250,2,54,124,10,"59,89",37
6085,1957,male,29,2,27,19,3,"9,97",46
6086,1970,male,249,2,206,1761,40,"235,59",757
6087,1968,male,262,7,209,117,5,"73,95",27
6088,1963,male,379,12,199,36,11,"559,89",11
6089,1944,female,194,4,5,20,2,"3,98",7
6090,1969,male,173,4,102,224,14,"75,93",195
6091,1962,male,379,1,7,144,12,"265,91",203
6092,1980,female,454,2,198,500,12,"94,88",275
6093,1954,male,222,28,219,43,2,"10,98",10
6094,1950,male,392,13,352,5,1,"4,99",4
6095,1939,male,61,2,25,140,3,"43,99",83
6096,1947,female,260,2,12,67,5,"58,97",64
6097,1971,male,429,2,130,516,1,"0,99",54
6098,1955,female,268,1,89,688,7,"40,93",40
6099,1967,female,158,8,105,35,10,"50,93",57
6100,1962,female,376,2,94,2152,9,"43,92",144
6101,1979,male,563,4,505,946,1,"0,99",27
6102,1950,male,268,3,95,92,1,"0,99",19
6103,1962,male,418,24,391,20,1,"0,99",7
6104,1960,female,246,14,176,134,9,"8,91",23
6105,1949,male,430,1,68,1076,21,"121,81",91
6106,1969,female,245,2,182,180,1,"0,99",17
6107,1957,male,441,7,433,14,1,"4,99",10
6108,1958,female,249,25,131,79,3,"6,97",29
6109,1961,male,211,30,98,96,7,"54,93",21
6110,1978,male,65,21,41,24,1,2,13
6111,1947,male,392,2,29,808,12,"61,88",57
6112,1967,male,269,15,263,66,4,"22,96",11
6113,1968,female,199,3,7,218,33,"141,7",76
6114,1905,male,212,3,161,360,5,"12,95",42
6115,1986,male,402,28,372,342,1,"0,99",33
6116,1945,female,269,3,182,274,7,"6,93",20
6117,1960,female,54,4,18,43,6,"21,97",81
6118,1950,male,431,30,219,205,7,"7,93",12
6119,1969,female,565,7,179,128,1,"0,99",14
6120,1956,female,257,2,178,569,1,"9,99",57
6121,1959,female,365,2,274,91,1,"4,99",9
6122,1944,female,268,4,266,19,2,"9,98",8
6123,1966,male,659,3,29,2303,7,"199,95",101
6124,1945,male,269,3,9,110,4,"5,96",29
6125,1962,male,212,1,14,317,12,"79,89",99
6126,1964,male,356,2,68,400,195,1138,63
6127,1971,male,248,2,248,159,1,"4,99",35
6128,1950,female,259,25,185,46,5,"11,95",17
6129,1937,female,452,3,40,415,3,"5,98",39
6130,1960,male,404,6,403,26,9,"535,91",9
6131,1963,male,272,2,215,416,47,"676,53",49
6132,1963,male,75,4,30,102,7,"14,96",42
6133,1957,female,174,6,6,11,1,"0,99",16
6134,1987,male,378,23,40,52,3,"4,99",21
6135,1985,male,37,5,10,22,1,2,26
6136,1949,male,248,29,55,60,8,"45,95",89
6137,1968,male,269,2,21,702,28,"272,74",193
6138,1964,male,644,10,110,67,11,"191,89",66
6139,1945,male,256,2,6,822,15,"82,92",673
6140,1955,male,74,3,62,7,1,"0,99",23
6141,1987,male,413,5,372,397,1,"0,99",25
6142,1970,male,257,14,14,2,2,"51,99",3
6143,1959,male,453,2,162,549,20,"99,8",29
6144,1971,male,426,9,145,161,1,1,26
6145,1965,female,438,6,61,341,27,"160,74",385
6146,1947,male,439,2,9,346,11,"55,92",74
6147,1984,female,256,2,248,141,3,"2,97",11
6148,1956,female,248,18,53,27,3,"18,97",38
6149,1960,male,381,19,381,7,1,"0,99",4
6150,1954,male,75,2,50,141,1,"4,99",32
6151,1945,female,195,4,39,100,12,"88,92",60
6152,1960,female,170,28,146,7,6,"34,94",7
6153,1954,male,391,2,231,222,5,"22,95",17
6154,1952,male,353,10,353,10,1,"99,99",8
6155,1977,male,31,6,20,81,2,"6,98",68
6156,1970,male,171,5,160,608,1,1,576
6157,1957,male,392,21,389,15,2,"1,98",10
6158,1955,male,199,16,50,59,15,"363,87",105
6159,1954,male,172,1,99,387,8,"115,92",85
6160,1971,female,18,2,14,27,2,"3,99",23
6161,1965,male,462,5,13,43,4,"11,96",41
6162,1965,male,357,8,159,238,1,1,20
6163,1945,male,260,2,29,329,10,"299,93",183
6164,1973,male,364,7,166,17,1,"0,99",8
6165,1967,male,248,13,16,82,5,"8,97",42
6166,1971,male,213,11,94,90,4,9,30
6167,1950,male,28,2,5,24,6,"25,98",98
6168,1944,male,426,12,189,28,4,"15,96",6
6169,1961,male,256,5,243,220,2,"1,98",12
6170,1964,,7,2,6,15,1,"1,99",17
6171,1952,male,431,2,80,725,23,"197,77",45
6172,1970,male,61,2,33,241,4,"13,97",46
6173,1953,male,623,2,11,392,21,"1713,91",311
6174,1966,male,842,4,176,18,3,"20,97",8
6175,1962,male,623,2,30,287,2,"29,98",43
6176,1963,female,73,2,69,212,2,"10,98",35
6177,1955,female,466,8,64,1077,10,"24,9",74
6178,1938,male,649,2,41,381,13,"92,94",101
6179,1953,male,366,22,52,269,15,"153,88",71
6180,1965,male,429,15,233,143,31,"341,68",20
6181,1977,female,267,2,18,96,4,"4,97",19
6182,1952,male,261,3,251,64,1,"0,99",10
6183,1946,female,222,23,28,38,3,"7,98",44
6184,1953,male,177,19,162,18,5,"33,95",9
6185,1956,male,395,3,310,427,5,"25,95",25
6186,1956,female,77,6,68,32,1,"0,99",17
6187,1967,male,406,19,111,785,2,3,46
6188,1962,female,219,6,106,82,8,"12,94",49
6189,1968,male,259,10,81,528,10,"13,91",35
6190,1973,female,187,2,68,503,16,"65,89",458
6191,1944,female,174,1,96,716,5,"19,96",26
6192,1963,female,583,8,583,72,1,"0,99",10
6193,1971,male,269,6,91,31,4,"15,96",56
6194,1951,male,269,18,239,37,5,"12,95",9
6195,1958,male,364,20,233,497,1,"0,99",9
6196,1937,female,657,2,92,87,2,"3,98",35
6197,1943,male,74,1,5,64,26,"172,9",101
6198,1967,female,219,3,213,110,2,"29,98",26
6199,1964,male,218,10,184,177,4,"8,95",28
6200,1952,male,371,24,50,14,4,"20,97",43
6201,1959,male,273,3,252,125,3,"16,97",17
6202,1948,male,258,16,209,47,1,"0,99",11
6203,1994,male,210,2,4,67,5,"21,96",61
6204,1907,female,173,2,105,424,8,"68,94",107
6205,1970,male,451,6,74,36,3,"4,98",35
6206,1973,female,258,4,163,50,2,"2,97",9
6207,1985,male,222,2,189,545,47,"971,52",55
6208,1976,female,551,3,19,360,7,"22,93",44
6209,1955,female,235,22,57,228,3,"10,97",45
6210,1967,male,260,10,86,27,3,"3,98",16
6211,1945,female,189,22,102,43,3,"30,98",45
6212,1945,male,577,2,287,257,3,"16,97",43
6213,1955,female,380,15,66,154,4,"74,96",64
6214,1984,male,64,2,2,172,12,"90,97",69
6215,1957,female,225,2,198,53,4,"4,96",11
6216,1960,male,450,3,340,1017,3,"2,97",40
6217,1953,female,74,7,55,59,2,"3,98",29
6218,1945,female,30,2,24,95,1,"0,99",22
6219,1952,female,235,3,148,45,3,"3,97",15
6220,1960,female,378,7,127,63,2,"3,98",34
6221,1984,male,359,5,331,548,5,"20,95",26
6222,1976,male,262,8,260,82,1,"0,99",15
6223,1965,male,585,2,489,800,25,"162,75",79
6224,1957,male,451,2,445,994,1,"0,99",19
6225,1966,female,212,10,205,13,3,"8,97",9
6226,1979,male,174,4,99,321,10,"44,95",60
6227,1965,male,620,2,446,239,19,"140,81",16
6228,1949,female,256,15,140,76,11,"47,89",11
6229,1954,male,187,2,34,86,2,"2,99",22
6230,1970,male,257,10,25,123,3,"10,97",30
6231,1989,male,43,16,18,14,2,"13,98",44
6232,1950,male,243,2,2,21,6,"4,95",21
6233,1952,female,74,4,15,82,3,"14,99",18
6234,1966,male,53,28,46,8,3,"5,98",37
6235,1960,male,235,2,6,708,32,"1825,76",450
6236,1990,female,18,13,16,16,3,"11,97",31
6237,1961,female,221,21,75,118,5,"10,96",57
6238,1966,male,449,5,442,306,1,"4,99",37
6239,1946,male,429,6,75,164,10,"31,9",73
6240,1970,male,250,6,61,190,27,"139,75",46
6241,1948,male,237,14,17,147,52,"120,49",51
6242,1964,male,368,20,79,55,7,"41,95",103
6243,1961,female,76,3,65,125,8,"37,93",66
6244,1954,female,221,7,120,295,5,"117,95",102
6245,1950,female,212,3,204,324,6,"21,93",28
6246,1967,male,74,2,6,145,5,"14,97",50
6247,1960,male,247,6,159,251,11,"11,9",18
6248,1970,female,405,3,55,54,3,"8,97",22
6249,1957,female,206,2,2,288,16,"95,93",114
6250,1977,female,28,12,26,23,1,"1,99",26
6251,1938,female,237,2,64,475,14,"95,94",133
6252,1961,male,636,6,630,80,4,"24,96",20
6253,1957,female,250,2,246,17,5,"79,95",7
6254,1947,male,235,13,209,64,5,"26,95",29
6255,1976,male,450,15,427,122,2,"1,98",14
6256,1961,female,158,8,57,180,15,"83,91",94
6257,1945,male,235,4,8,99,8,"44,95",63
6258,1953,male,257,12,160,822,6,"34,94",26
6259,1962,male,378,3,373,229,1,"0,99",17
6260,1950,female,255,3,140,229,10,"55,9",36
6261,1969,male,174,10,153,12,5,"9,95",10
6262,1941,male,464,3,31,719,12,"16,89",43
6263,1948,male,212,2,16,437,4,"12,98",45
6264,1947,female,454,2,4,315,98,"4398,26",456
6265,1959,female,165,2,42,633,11,"64,91",86
6266,1972,male,462,2,47,359,8,29,79
6267,1971,male,259,2,29,62,6,"121,95",74
6268,1976,male,51,27,33,11,3,"6,98",36
6269,1960,male,267,9,95,151,25,"259,73",108
6270,1964,female,649,2,497,1078,1,"0,99",38
6271,1980,female,210,9,9,109,14,"122,87",136
6272,1964,male,377,7,377,26,1,"0,99",7
6273,1946,male,244,7,208,65,3,"224,97",72
6274,1956,male,426,5,77,190,1,"4,99",24
6275,1950,male,80,2,37,246,5,"17,97",55
6276,1949,female,260,12,23,116,17,"457,87",172
6277,1960,male,357,23,250,84,18,"194,82",12
6278,1971,female,268,2,185,163,4,"7,96",24
6279,1962,male,404,25,79,1121,39,"505,6",128
6280,1964,male,770,2,14,10,1,"2,99",30
6281,1966,male,245,3,5,201,12,"23,92",50
6282,1965,female,267,2,11,215,9,"51,92",73
6283,1968,female,74,26,56,27,2,"4,99",41
